iter	Recall	Logloss
878	0.9743772242	0.02638413819
879	0.9743772242	0.02635225416
880	0.975088968	0.02630562303
881	0.975088968	0.02627110043
882	0.975088968	0.02623144373
883	0.975088968	0.02619898256
884	0.975088968	0.02615795211
885	0.975088968	0.02612390748
886	0.975088968	0.02607727798
887	0.975088968	0.02603857722
888	0.975088968	0.02600681349
889	0.975088968	0.02596874515
890	0.975088968	0.02593397705
891	0.975088968	0.02589393831
892	0.975088968	0.02585740628
893	0.975088968	0.02581892663
894	0.975088968	0.02578122407
895	0.975088968	0.02574507735
896	0.975088968	0.02570023942
897	0.9758007117	0.02566448612
898	0.975088968	0.02562607474
899	0.975088968	0.02558979471
900	0.975088968	0.02555106144
901	0.9758007117	0.02551574547
902	0.9758007117	0.02547685612
903	0.9758007117	0.02543948522
904	0.9758007117	0.02540454154
905	0.9758007117	0.02536177806
906	0.9765124555	0.02532695469
907	0.9758007117	0.02529060475
908	0.9758007117	0.02525474253
909	0.9765124555	0.0252157719
910	0.9765124555	0.02517829695
911	0.9765124555	0.02514775415
912	0.9765124555	0.02511188543
913	0.9765124555	0.02507481529
914	0.9765124555	0.02504478786
915	0.9765124555	0.02501119355
916	0.9765124555	0.02497697496
917	0.9765124555	0.02494718326
918	0.9765124555	0.02491141858
919	0.9765124555	0.02487610587
920	0.9765124555	0.02484652714
921	0.9765124555	0.02481151031
922	0.9765124555	0.02478212179
923	0.9765124555	0.02474683671
924	0.9765124555	0.0247108737
925	0.9765124555	0.02467822069
926	0.9765124555	0.02464373711
927	0.9765124555	0.02461648156
928	0.9765124555	0.02458124688
929	0.9765124555	0.02455253955
930	0.9765124555	0.0245204588
931	0.9779359431	0.02449351378
932	0.9779359431	0.02445961058
933	0.9779359431	0.02442744692
934	0.9779359431	0.02439762921
935	0.9779359431	0.02437085
936	0.9779359431	0.02433769627
937	0.9779359431	0.02430403043
938	0.9779359431	0.02427473946
939	0.9779359431	0.02424552815
940	0.9779359431	0.02421574945
941	0.9779359431	0.02418752659
942	0.9779359431	0.02415466712
943	0.9779359431	0.02412881459
944	0.9779359431	0.02410408869
945	0.9779359431	0.02406891417
946	0.9779359431	0.02404308277
947	0.9779359431	0.02401771471
948	0.9779359431	0.02398956501
949	0.9779359431	0.02394431901
950	0.9779359431	0.02391064504
951	0.9779359431	0.02388624918
952	0.9779359431	0.02385769792
953	0.9779359431	0.0238334565
954	0.9786476868	0.02380584329
955	0.9779359431	0.02376129311
956	0.9786476868	0.02372876041
957	0.9786476868	0.0237018983
958	0.9786476868	0.02367070358
959	0.9786476868	0.02364344478
960	0.9786476868	0.023619231
961	0.9793594306	0.02359212665
962	0.9793594306	0.02356831117
963	0.9793594306	0.02354163114
964	0.9793594306	0.02351525837
965	0.9793594306	0.02346836388
966	0.9800711744	0.02343783246
967	0.9800711744	0.023414877
968	0.9800711744	0.02338833841
969	0.9800711744	0.0233622534
970	0.9800711744	0.02333103267
971	0.9800711744	0.02330214163
972	0.9800711744	0.0232676174
973	0.9800711744	0.02324363122
974	0.9800711744	0.02322006611
975	0.9800711744	0.02317826181
976	0.9800711744	0.02315320264
977	0.9800711744	0.02312258669
978	0.9800711744	0.02309663498
979	0.9800711744	0.02306757974
980	0.9793594306	0.02303650371
981	0.9793594306	0.02300510903
982	0.9793594306	0.02297099611
983	0.9793594306	0.02294199614
984	0.9793594306	0.02291626066
985	0.9793594306	0.02289457816
986	0.9793594306	0.02286212512
987	0.9793594306	0.02284075313
988	0.9793594306	0.02281304726
989	0.9793594306	0.02279128346
990	0.9793594306	0.02275960428
991	0.9793594306	0.02273934267
992	0.9793594306	0.02271161729
993	0.9793594306	0.02269151825
994	0.9793594306	0.02266141278
995	0.9793594306	0.02262867199
996	0.9793594306	0.02260891924
997	0.9800711744	0.02258198559
998	0.9800711744	0.02255024625
999	0.9800711744	0.02251906454
1000	0.9800711744	0.02248775603
1001	0.9800711744	0.02245675152
1002	0.9800711744	0.02242479271
1003	0.9800711744	0.02239287291
1004	0.9800711744	0.02236125876
1005	0.9800711744	0.02233275464
1006	0.9800711744	0.02230497724
1007	0.9800711744	0.02228395316
1008	0.9800711744	0.02225891349
1009	0.9800711744	0.02222976884
1010	0.9800711744	0.02220932027
1011	0.9800711744	0.02218993494
1012	0.9800711744	0.02217171851
1013	0.9800711744	0.0221517154
1014	0.9800711744	0.02212289426
1015	0.9800711744	0.02209844149
1016	0.9800711744	0.02208001047
1017	0.9800711744	0.02205575117
1018	0.9800711744	0.02202742751
1019	0.9800711744	0.02200892333
1020	0.9800711744	0.02199063862
1021	0.9800711744	0.02196261085
1022	0.9800711744	0.02194386931
1023	0.9800711744	0.02192657468
1024	0.9800711744	0.02190802823
1025	0.9800711744	0.02188918264
1026	0.9800711744	0.02186133695
1027	0.9800711744	0.02183938132
1028	0.9800711744	0.021820313
1029	0.9800711744	0.02179305583
1030	0.9800711744	0.02177541817
1031	0.9800711744	0.02175439247
1032	0.9800711744	0.02172399111
1033	0.9800711744	0.02170662332
1034	0.9800711744	0.02167986363
1035	0.9800711744	0.02166263728
1036	0.9800711744	0.02163944283
1037	0.9800711744	0.02162244084
1038	0.9800711744	0.02160416751
1039	0.9800711744	0.02158311742
1040	0.9800711744	0.0215534639
1041	0.9800711744	0.02153653019
1042	0.9800711744	0.02150611095
1043	0.9800711744	0.02148934144
1044	0.9800711744	0.02146425138
1045	0.9800711744	0.02144680067
1046	0.9800711744	0.02142920366
1047	0.9800711744	0.02141243251
1048	0.9800711744	0.02139623363
1049	0.9800711744	0.02137898452
1050	0.9800711744	0.02135773284
1051	0.9800711744	0.02134087228
1052	0.9800711744	0.02132309643
1053	0.9800711744	0.02130622612
1054	0.9800711744	0.02128957365
1055	0.9800711744	0.02127340891
1056	0.9800711744	0.02125719215
1057	0.9800711744	0.02124195083
1058	0.9800711744	0.02119342571
1059	0.9800711744	0.02117774219
1060	0.9800711744	0.02115826094
1061	0.9800711744	0.02110974071
1062	0.9800711744	0.02109272408
1063	0.9800711744	0.02107600333
1064	0.9800711744	0.02106018487
1065	0.9800711744	0.02102913648
1066	0.9800711744	0.02101106149
1067	0.9800711744	0.02099423832
1068	0.9800711744	0.02094613265
1069	0.9800711744	0.02092981509
1070	0.9800711744	0.02091299518
1071	0.9800711744	0.02089666786
1072	0.9800711744	0.02086687941
1073	0.9800711744	0.02081928585
1074	0.9807829181	0.02078825533
1075	0.9807829181	0.02077184836
1076	0.9807829181	0.0207555373
1077	0.9807829181	0.02074039352
1078	0.9807829181	0.02072512294
1079	0.9807829181	0.02070672768
1080	0.9807829181	0.02067686607
1081	0.9807829181	0.02063013578
1082	0.9807829181	0.02061450103
1083	0.9814946619	0.02056809426
1084	0.9814946619	0.02052507228
1085	0.9814946619	0.02048827851
1086	0.9814946619	0.02044416078
1087	0.9814946619	0.02039895706
1088	0.9814946619	0.02036284123
1089	0.9814946619	0.02032461031
1090	0.9814946619	0.02028629647
1091	0.9814946619	0.02025677952
1092	0.9814946619	0.02021729028
1093	0.9814946619	0.02018037458
1094	0.9814946619	0.02014134379
1095	0.9822064057	0.02010509953
1096	0.9829181495	0.02007047125
1097	0.9829181495	0.0200289417
1098	0.9829181495	0.02000219664
1099	0.9829181495	0.01996654089
1100	0.9829181495	0.01993458695
1101	0.9829181495	0.01989470916
1102	0.9829181495	0.0198633226
1103	0.9829181495	0.01983170032
1104	0.9829181495	0.01979960169
1105	0.9829181495	0.01976027502
1106	0.9829181495	0.01972828369
1107	0.9829181495	0.0196779979
1108	0.9829181495	0.01963923049
1109	0.9829181495	0.01960866981
1110	0.9829181495	0.01956197041
1111	0.9829181495	0.01952816638
1112	0.9829181495	0.01949730819
1113	0.9829181495	0.01945293359
1114	0.9836298932	0.01941759161
1115	0.984341637	0.01938749265
1116	0.984341637	0.01935741157
1117	0.984341637	0.01931657133
1118	0.984341637	0.01929134146
1119	0.9850533808	0.01925794386
1120	0.9850533808	0.0192148471
1121	0.9850533808	0.01918237943
1122	0.9850533808	0.01914142214
1123	0.9857651246	0.01910008118
1124	0.9864768683	0.01906696159
1125	0.9864768683	0.01903916955
1126	0.9864768683	0.01899851139
1127	0.9864768683	0.01896564217
1128	0.9864768683	0.01894432708
1129	0.9886120996	0.01890590757
1130	0.9886120996	0.01887259939
1131	0.9886120996	0.01885155255
1132	0.9886120996	0.01881579763
1133	0.9886120996	0.01879123269
1134	0.9900355872	0.01876921203
1135	0.9900355872	0.01873279706
1136	0.9900355872	0.01870470426
1137	0.9900355872	0.01868298111
1138	0.9900355872	0.01865574345
1139	0.9900355872	0.018621016
1140	0.9900355872	0.01858977739
1141	0.9900355872	0.01857036279
1142	0.9900355872	0.01853763175
1143	0.9900355872	0.01850406833
1144	0.9900355872	0.01847205912
1145	0.9900355872	0.01844291446
1146	0.9900355872	0.01841580686
1147	0.9900355872	0.01839763108
1148	0.9900355872	0.01837820673
1149	0.9900355872	0.01835067318
1150	0.9900355872	0.01832987508
1151	0.9900355872	0.01830999715
1152	0.9900355872	0.01828217097
1153	0.9900355872	0.01826340016
1154	0.9900355872	0.01822826628
1155	0.9900355872	0.01820712839
1156	0.990747331	0.01817277324
1157	0.990747331	0.01814416508
1158	0.9900355872	0.01811523014
1159	0.990747331	0.01808718449
1160	0.990747331	0.01805359018
1161	0.990747331	0.01803412193
1162	0.990747331	0.01800515448
1163	0.990747331	0.01798531882
1164	0.990747331	0.01796475807
1165	0.990747331	0.01793103858
1166	0.990747331	0.01791189711
1167	0.990747331	0.01789149732
1168	0.990747331	0.01786334924
1169	0.990747331	0.01784298358
1170	0.990747331	0.01781534924
1171	0.990747331	0.0177826816
1172	0.990747331	0.0177641758
1173	0.990747331	0.01773177478
1174	0.990747331	0.01771223825
1175	0.990747331	0.01768523145
1176	0.990747331	0.01766621678
1177	0.990747331	0.01764016103
1178	0.990747331	0.01760830952
1179	0.990747331	0.01758944117
1180	0.990747331	0.01756964127
1181	0.9914590747	0.01754197442
1182	0.9921708185	0.01751357272
1183	0.9921708185	0.01748697398
1184	0.9921708185	0.01745671407
1185	0.9921708185	0.01742885049
1186	0.9921708185	0.01740774025
1187	0.9928825623	0.01738517334
1188	0.9928825623	0.01736673256
1189	0.9928825623	0.01734704159
1190	0.9928825623	0.01732671333
1191	0.9928825623	0.01730635255
1192	0.9928825623	0.01728719482
1193	0.9928825623	0.01726520342
1194	0.993594306	0.01724576769
1195	0.993594306	0.01722798046
1196	0.993594306	0.01720838053
1197	0.993594306	0.01719016898
1198	0.993594306	0.01717654364
1199	0.993594306	0.01716300122
1200	0.993594306	0.01714495225
1201	0.993594306	0.01712556854
1202	0.9943060498	0.01710776018
1203	0.9943060498	0.01708989003
1204	0.9943060498	0.0170711046
1205	0.9943060498	0.01705378558
1206	0.9943060498	0.01703523263
1207	0.9943060498	0.01701782744
1208	0.9943060498	0.01700149688
1209	0.9943060498	0.01698358934
1210	0.9943060498	0.01696740672
1211	0.9943060498	0.01695177522
1212	0.9943060498	0.0169365404
1213	0.9943060498	0.01691985543
1214	0.9943060498	0.01690504655
1215	0.9943060498	0.01688845262
1216	0.9943060498	0.01686709851
1217	0.9943060498	0.01684894874
1218	0.9943060498	0.01683036164
1219	0.9943060498	0.01681285404
1220	0.9943060498	0.01679398244
1221	0.9943060498	0.01677543599
1222	0.9943060498	0.01675706674
1223	0.9943060498	0.01673933316
1224	0.9943060498	0.01671938532
1225	0.9943060498	0.0167007966
1226	0.9943060498	0.01668323698
1227	0.9943060498	0.01666362892
1228	0.9943060498	0.01664623186
1229	0.9943060498	0.01662571827
1230	0.9950177936	0.01660654428
1231	0.9950177936	0.01658692159
1232	0.9950177936	0.01656960094
1233	0.9950177936	0.01655258757
1234	0.9950177936	0.01653312907
1235	0.9950177936	0.01652021907
1236	0.9950177936	0.01649976074
1237	0.9950177936	0.01648289368
1238	0.9950177936	0.01646678422
1239	0.9950177936	0.01644559594
1240	0.9950177936	0.01643297531
1241	0.9950177936	0.01642014334
1242	0.9950177936	0.01639961673
1243	0.9943060498	0.01638677338
1244	0.9943060498	0.01636448285
1245	0.9950177936	0.01634734591
1246	0.9950177936	0.01633508945
1247	0.9950177936	0.01632246558
1248	0.9950177936	0.01630105132
1249	0.9950177936	0.016288842
1250	0.9950177936	0.01626764885
1251	0.9950177936	0.01624886341
1252	0.9950177936	0.01623550795
1253	0.9950177936	0.0162223931
1254	0.9950177936	0.01619953193
1255	0.9950177936	0.01618779733
1256	0.9950177936	0.01617497349
1257	0.9950177936	0.01615274961
1258	0.9950177936	0.016139599
1259	0.9950177936	0.01611929837
1260	0.9950177936	0.01610655094
1261	0.9950177936	0.01608827598
1262	0.9950177936	0.01607139429
1263	0.9950177936	0.01605872327
1264	0.9950177936	0.01604105797
1265	0.9950177936	0.01602846823
1266	0.9950177936	0.01600632076
1267	0.9950177936	0.01599627206
1268	0.9950177936	0.015983788
1269	0.9950177936	0.01596954651
1270	0.9950177936	0.01595728679
1271	0.9950177936	0.01594503684
1272	0.9950177936	0.01593157895
1273	0.9957295374	0.0159194997
1274	0.9957295374	0.01590328781
1275	0.9957295374	0.01588953567
1276	0.9957295374	0.01587740764
1277	0.9957295374	0.01586358072
1278	0.9957295374	0.01585143481
1279	0.9957295374	0.01583326715
1280	0.9957295374	0.01582119115
1281	0.9957295374	0.01580806655
1282	0.9957295374	0.01579610109
1283	0.9957295374	0.01578246275
1284	0.9957295374	0.01577086147
1285	0.9957295374	0.01575427729
1286	0.9957295374	0.01573839217
1287	0.9957295374	0.01572664782
1288	0.9957295374	0.01571097568
1289	0.9957295374	0.01569932562
1290	0.9957295374	0.01568302432
1291	0.9964412811	0.01566734242
1292	0.9964412811	0.01565556393
1293	0.9964412811	0.01563419194
1294	0.9964412811	0.01562257765
1295	0.9964412811	0.01560047245
1296	0.9964412811	0.0155829242
1297	0.9964412811	0.01557151638
1298	0.9964412811	0.01555048905
1299	0.9964412811	0.01553345291
1300	0.9964412811	0.01552255557
1301	0.9964412811	0.01550560234
1302	0.9964412811	0.01549218185
1303	0.9964412811	0.01548125037
1304	0.9964412811	0.01546355418
1305	0.9964412811	0.01545279991
1306	0.9964412811	0.01543303252
1307	0.9964412811	0.0154164711
1308	0.9964412811	0.01540594768
1309	0.9964412811	0.01539243777
1310	0.9964412811	0.01538176804
1311	0.9964412811	0.01537129664
1312	0.9964412811	0.01535398575
1313	0.9964412811	0.01533436631
1314	0.9964412811	0.01532390955
1315	0.9964412811	0.01530252618
1316	0.9964412811	0.01529207104
1317	0.9964412811	0.01528165817
1318	0.9964412811	0.01526078203
1319	0.9964412811	0.01525043907
1320	0.9964412811	0.01523938078
1321	0.9964412811	0.01522913211
1322	0.9964412811	0.01520900056
1323	0.9964412811	0.01519884781
1324	0.9964412811	0.01517833096
1325	0.9964412811	0.0151565314
1326	0.9964412811	0.01513451887
1327	0.9964412811	0.01511349641
1328	0.9964412811	0.01509324781
1329	0.9964412811	0.01507102393
1330	0.9964412811	0.01505164673
1331	0.9964412811	0.01503254753
1332	0.9964412811	0.01501275088
1333	0.9964412811	0.01499052538
1334	0.9964412811	0.01496881686
1335	0.9964412811	0.01494949818
1336	0.9964412811	0.01492651508
1337	0.9964412811	0.01490712
1338	0.9964412811	0.01488554641
1339	0.9964412811	0.01486676586
1340	0.9964412811	0.01484780484
1341	0.9964412811	0.014826493
1342	0.9964412811	0.01480806686
1343	0.9964412811	0.01478980491
1344	0.9964412811	0.01477130236
1345	0.9964412811	0.01474943289
1346	0.9964412811	0.01473018737
1347	0.9964412811	0.01471025091
1348	0.9964412811	0.01469382605
1349	0.9964412811	0.01467733616
1350	0.9964412811	0.01465582924
1351	0.9964412811	0.01464310294
1352	0.9964412811	0.01463246897
1353	0.9964412811	0.01461190334
1354	0.9964412811	0.01459550937
1355	0.9964412811	0.01458273105
1356	0.9964412811	0.01457222714
1357	0.9964412811	0.01455181109
1358	0.9964412811	0.01453330853
1359	0.9964412811	0.01452272658
1360	0.9964412811	0.01451266487
1361	0.9964412811	0.01450294619
1362	0.9964412811	0.01448330562
1363	0.9964412811	0.01446501116
1364	0.9964412811	0.01445107856
1365	0.9964412811	0.01443296618
1366	0.9964412811	0.01442046098
1367	0.9964412811	0.01440665194
1368	0.9964412811	0.01439658047
1369	0.9971530249	0.01437978495
1370	0.9978647687	0.01436187091
1371	0.9978647687	0.01434368862
1372	0.9978647687	0.01433189062
1373	0.9978647687	0.01431696469
1374	0.9978647687	0.01430527074
1375	0.9978647687	0.01428728517
1376	0.9978647687	0.01427724947
1377	0.9978647687	0.01426055962
1378	0.9978647687	0.01424202129
1379	0.9978647687	0.01422279853
1380	0.9978647687	0.01420842861
1381	0.9978647687	0.01419681107
1382	0.9978647687	0.0141871818
1383	0.9978647687	0.01417757205
1384	0.9978647687	0.01416170319
1385	0.9978647687	0.01414293889
1386	0.9978647687	0.01412398275
1387	0.9978647687	0.0141100843
1388	0.9978647687	0.01409132812
1389	0.9978647687	0.01408168911
1390	0.9978647687	0.0140722907
1391	0.9978647687	0.01406272972
1392	0.9978647687	0.01405302567
1393	0.9978647687	0.01403745595
1394	0.9978647687	0.0140189664
1395	0.9978647687	0.01400081175
1396	0.9978647687	0.01398746279
1397	0.9978647687	0.01396727109
1398	0.9978647687	0.01395331248
1399	0.9978647687	0.01393309802
1400	0.9978647687	0.01391590419
1401	0.9978647687	0.0138960669
1402	0.9978647687	0.01387629301
1403	0.9978647687	0.01386006812
1404	0.9978647687	0.01384041941
1405	0.9978647687	0.01382111537
1406	0.9978647687	0.01380447103
1407	0.9978647687	0.01378471991
1408	0.9978647687	0.01376594423
1409	0.9978647687	0.01375048018
1410	0.9978647687	0.01373022995
1411	0.9978647687	0.0137103065
1412	0.9978647687	0.01369482132
1413	0.9978647687	0.01367480845
1414	0.9978647687	0.01365920459
1415	0.9978647687	0.01363964205
1416	0.9978647687	0.01362104438
1417	0.9978647687	0.01360261011
1418	0.9978647687	0.01358318657
1419	0.9978647687	0.01356489455
1420	0.9978647687	0.0135460644
1421	0.9978647687	0.0135234723
1422	0.9978647687	0.01350116144
1423	0.9978647687	0.01347891562
1424	0.9978647687	0.0134570681
1425	0.9978647687	0.01343510353
1426	0.9978647687	0.01341628802
1427	0.9978647687	0.01339745543
1428	0.9978647687	0.01337917398
1429	0.9985765125	0.01336074377
1430	0.9985765125	0.01334736148
1431	0.9985765125	0.01332749737
1432	0.9985765125	0.01330936711
1433	0.9985765125	0.01329074343
1434	0.9985765125	0.01327280663
1435	0.9985765125	0.01325429757
1436	0.9985765125	0.01323934482
1437	0.9985765125	0.01322604382
1438	0.9985765125	0.01321194865
1439	0.9985765125	0.01319883136
1440	0.9985765125	0.01318303079
1441	0.9985765125	0.01317004762
1442	0.9985765125	0.01315490222
1443	0.9985765125	0.01314379841
1444	0.9985765125	0.0131294041
1445	0.9985765125	0.01311837507
1446	0.9985765125	0.01310360359
1447	0.9985765125	0.01309226811
1448	0.9985765125	0.01307810872
1449	0.9985765125	0.01306660011
1450	0.9985765125	0.01305158151
1451	0.9985765125	0.01303626622
1452	0.9985765125	0.01302246856
1453	0.9985765125	0.01300540966
1454	0.9985765125	0.01299068045
1455	0.9985765125	0.01297696895
1456	0.9985765125	0.01296361918
1457	0.9985765125	0.01294900214
1458	0.9985765125	0.01293516465
1459	0.9985765125	0.01292115564
1460	0.9985765125	0.01290730189
1461	0.9985765125	0.01289742714
1462	0.9985765125	0.01288761417
1463	0.9985765125	0.01287411646
1464	0.9985765125	0.01286421244
1465	0.9985765125	0.01285464902
1466	0.9985765125	0.01284517664
1467	0.9985765125	0.0128355742
1468	0.9985765125	0.0128261384
1469	0.9985765125	0.01281658149
1470	0.9985765125	0.01280630274
1471	0.9985765125	0.01279578826
1472	0.9985765125	0.01278304083
1473	0.9985765125	0.0127706096
1474	0.9985765125	0.01276010244
1475	0.9985765125	0.01274676323
1476	0.9985765125	0.0127365105
1477	0.9985765125	0.01272624882
1478	0.9985765125	0.01271290799
1479	0.9985765125	0.01270141401
1480	0.9985765125	0.01268987531
1481	0.9985765125	0.01267950471
1482	0.9985765125	0.01266921215
1483	0.9985765125	0.01265844893
1484	0.9985765125	0.01264814823
1485	0.9985765125	0.01263617953
1486	0.9985765125	0.01262417018
1487	0.9985765125	0.01260557008
1488	0.9985765125	0.01259111074
1489	0.9985765125	0.01257282278
1490	0.9985765125	0.01255909422
1491	0.9985765125	0.01254098346
1492	0.9985765125	0.01252694519
1493	0.9985765125	0.01250910512
1494	0.9985765125	0.012496491
1495	0.9985765125	0.01248364277
1496	0.9985765125	0.01247060677
1497	0.9985765125	0.01245303576
1498	0.9985765125	0.01244078499
1499	0.9985765125	0.01242843099
1500	0.9985765125	0.01241615014
1501	0.9985765125	0.01239578286
1502	0.9985765125	0.01238162753
1503	0.9985765125	0.01236847123
1504	0.9985765125	0.01235461829
1505	0.9985765125	0.01233319671
1506	0.9985765125	0.01231932183
1507	0.9985765125	0.0123060062
1508	0.9985765125	0.0122926483
1509	0.9985765125	0.01227596576
1510	0.9985765125	0.01226016193
1511	0.9985765125	0.01224423293
1512	0.9985765125	0.01222772109
1513	0.9985765125	0.01221239523
1514	0.9985765125	0.01219592078
1515	0.9985765125	0.01218384641
1516	0.9985765125	0.01216937731
1517	0.9985765125	0.01215634375
1518	0.9985765125	0.01214212583
1519	0.9985765125	0.01212780468
1520	0.9985765125	0.01211376397
1521	0.9985765125	0.01209964523
1522	0.9985765125	0.01208499893
1523	0.9985765125	0.01207198081
1524	0.9985765125	0.0120559949
1525	0.9985765125	0.01204027317
1526	0.9985765125	0.0120245425
1527	0.9985765125	0.0120090752
1528	0.9985765125	0.01199380868
1529	0.9985765125	0.01197847226
1530	0.9985765125	0.01196346667
1531	0.9985765125	0.01194820665
1532	0.9992882562	0.01193327504
1533	0.9992882562	0.01191857834
1534	0.9992882562	0.01190331589
1535	0.9992882562	0.01188814041
1536	0.9992882562	0.01187387453
1537	0.9992882562	0.01185957533
1538	0.9992882562	0.01184521922
1539	0.9992882562	0.01183149553
1540	0.9992882562	0.01181679884
1541	0.9992882562	0.01180237933
1542	0.9992882562	0.01178785333
1543	0.9992882562	0.0117740134
1544	0.9992882562	0.01176003853
1545	0.9992882562	0.01174640914
1546	0.9992882562	0.01173277974
1547	0.9992882562	0.01171909019
1548	0.9992882562	0.01170558841
1549	0.9992882562	0.01169206306
1550	0.9992882562	0.01167898804
1551	0.9992882562	0.01166560738
1552	0.9992882562	0.01165229662
1553	0.9992882562	0.01163890784
1554	0.9992882562	0.0116237348
1555	0.9992882562	0.01160643041
1556	0.9992882562	0.01159618418
1557	0.9992882562	0.01158290025
1558	0.9992882562	0.01156584948
1559	0.9992882562	0.01154893365
1560	0.9992882562	0.0115332802
1561	0.9992882562	0.01152043441
1562	0.9992882562	0.01150507522
1563	0.9992882562	0.01149491597
1564	0.9992882562	0.0114852989
1565	0.9992882562	0.0114756607
1566	0.9992882562	0.01146649802
1567	0.9992882562	0.01145420498
1568	0.9992882562	0.01144162825
1569	0.9992882562	0.01142906209
1570	0.9992882562	0.01141684546
1571	0.9992882562	0.01140437765
1572	0.9992882562	0.0113922545
1573	0.9992882562	0.01138026873
1574	0.9992882562	0.0113698965
1575	0.9992882562	0.01135713687
1576	0.9992882562	0.011344791
1577	0.9992882562	0.01133153064
1578	0.9992882562	0.01131851984
1579	0.9992882562	0.0113056456
1580	0.9992882562	0.0112942459
1581	0.9992882562	0.01128111154
1582	0.9992882562	0.01127008333
1583	0.9992882562	0.01125765373
1584	0.9992882562	0.01124670355
1585	0.9992882562	0.01123497464
1586	0.9992882562	0.01122319534
1587	0.9992882562	0.01121177451
1588	0.9992882562	0.01119920753
1589	0.9992882562	0.01118773061
1590	0.9992882562	0.01117576191
1591	0.9992882562	0.01116348757
1592	0.9992882562	0.01115334945
1593	0.9992882562	0.01114204405
1594	0.9992882562	0.01112925028
1595	0.9992882562	0.01111903006
1596	0.9992882562	0.01110660859
1597	0.9992882562	0.01109564134
1598	0.9992882562	0.01108509841
1599	0.9992882562	0.01107403118
1600	0.9992882562	0.01106170319
1601	0.9992882562	0.01105251612
1602	0.9992882562	0.01104024259
1603	0.9992882562	0.01102858115
1604	0.9992882562	0.01101887142
1605	0.9992882562	0.01100791149
1606	0.9992882562	0.01099867646
1607	0.9992882562	0.01098698332
1608	0.9992882562	0.01097742641
1609	0.9992882562	0.01096677618
1610	0.9992882562	0.01095466603
1611	0.9992882562	0.01094596507
1612	0.9992882562	0.01093507261
1613	0.9992882562	0.01092657974
1614	0.9992882562	0.01091497682
1615	0.9992882562	0.01090293171
1616	0.9992882562	0.01089424619
1617	0.9992882562	0.01088218563
1618	0.9992882562	0.01087358059
1619	0.9992882562	0.01086289784
1620	0.9992882562	0.01085472931
1621	0.9992882562	0.01084355722
1622	0.9992882562	0.01083521148
1623	0.9992882562	0.01082402557
1624	0.9992882562	0.01080998973
1625	0.9992882562	0.01080134404
1626	0.9992882562	0.01079337873
1627	0.9992882562	0.0107831707
1628	0.9992882562	0.01077249039
1629	0.9992882562	0.01076105575
1630	0.9992882562	0.01074835871
1631	0.9992882562	0.01073973903
1632	0.9992882562	0.01073150953
1633	0.9992882562	0.01072376369
1634	0.9992882562	0.01071516759
1635	0.9992882562	0.01070496037
1636	0.9992882562	0.01069440525
1637	0.9992882562	0.01068180169
1638	0.9992882562	0.01067330557
1639	0.9992882562	0.01066495089
1640	0.9992882562	0.01065690998
1641	0.9992882562	0.01064678811
1642	0.9992882562	0.01063572657
1643	0.9992882562	0.0106276125
1644	0.9992882562	0.01061710209
1645	0.9992882562	0.0106058105
1646	0.9992882562	0.01059741518
1647	0.9992882562	0.01058857277
1648	0.9992882562	0.01057987018
1649	0.9992882562	0.01056764542
1650	0.9992882562	0.01055898104
1651	0.9992882562	0.0105478252
1652	0.9992882562	0.01053943313
1653	0.9992882562	0.0105305704
1654	0.9992882562	0.01052254737
1655	0.9992882562	0.01051420001
1656	0.9992882562	0.01050207198
1657	0.9992882562	0.01049371649
1658	0.9992882562	0.01048075527
1659	0.9992882562	0.01047156983
1660	0.9992882562	0.01046310053
1661	0.9992882562	0.01045024092
1662	0.9992882562	0.01044099534
1663	0.9992882562	0.01042835601
1664	0.9992882562	0.01041975747
1665	0.9992882562	0.01041086629
1666	0.9992882562	0.01040289285
1667	0.9992882562	0.01039381309
1668	0.9992882562	0.01038472113
1669	0.9992882562	0.01037475859
1670	0.9992882562	0.01036212658
1671	0.9992882562	0.01035202423
1672	0.9992882562	0.0103435655
1673	0.9992882562	0.01033432154
1674	0.9992882562	0.01032586687
1675	0.9992882562	0.01031622217
1676	0.9992882562	0.01030775206
1677	0.9992882562	0.01029608249
1678	0.9992882562	0.01028736933
1679	0.9992882562	0.01027496168
1680	0.9992882562	0.01026578762
1681	0.9992882562	0.01025709722
1682	0.9992882562	0.01024831335
1683	0.9992882562	0.01024019196
1684	0.9992882562	0.01023154302
1685	0.9992882562	0.01021929062
1686	0.9992882562	0.01020991985
1687	1	0.01019834783
1688	1	0.01019069709
1689	1	0.0101821652
1690	1	0.01017228964
1691	1	0.01016141181
1692	1	0.01015353266
1693	1	0.01014542265
1694	1	0.01013587467
1695	1	0.01012768012
1696	1	0.01011843454
1697	1	0.01011116341
1698	1	0.01009934997
1699	1	0.01009064819
1700	1	0.01008193747
1701	1	0.01007327633
1702	1	0.01006460219
1703	1	0.0100561394
1704	1	0.01004716612
1705	1	0.01003807579
1706	1	0.01003080711
1707	1	0.01002361076
1708	1	0.01001558286
1709	1	0.01000779231
1710	1	0.009999640841
1711	1	0.009991758437
1712	1	0.009983836202
1713	1	0.009975753018
1714	1	0.009966808192
1715	1	0.009958500657
1716	1	0.009950276847
1717	1	0.009941305196
1718	1	0.009934568126
1719	1	0.00992547048
1720	1	0.009917110921
1721	1	0.00991032264
